indicator_type,indicator_value,times_seen,first_seen,last_seen,indicator_details_link,associated_with_campaign,campaign_description,brands_targeted,verticals_targeted,campaign_details_link
structural_id,925f0bdba0ea2e99d309de470c33bfecae809f95,494,1685571137.1742692,1697156749.4097326,https://bayse.io/site_fingerprint/structural_id/925f0bdba0ea2e99d309de470c33bfecae809f95,Mailbox Upgrade 1,This campaign is targets users by trying to convince them to upgrade their email mailbox. It seems as though this is a multi-step attack.,Generic Webmail,Unknown,https://bayse.io/campaign/Mailbox Upgrade 1
structural_id,e72cfddf4799ed8c05ea7df89e336d856c27a454,420,1685608822.5012007,1697160210.9834545,https://bayse.io/site_fingerprint/structural_id/e72cfddf4799ed8c05ea7df89e336d856c27a454,Unknown_e72cfddf4799ed8c05ea7df89e336d856c27a454,"This captures a possible campaign that we are tracking but have not yet named. If 
you are familiar with one of these campaigns, please reach out to hello@bayse.io to share your information and be 
recognized for your contribution!",Eika Gruppen,Unknown,https://bayse.io/campaign/Unknown_e72cfddf4799ed8c05ea7df89e336d856c27a454
structural_id,2f54edf4bd512ad88d7129d8d22b3a4940af2141,113,1685580120.6190205,1697138196.701308,https://bayse.io/site_fingerprint/structural_id/2f54edf4bd512ad88d7129d8d22b3a4940af2141,Outlook Webmail 1,"This campaign is targeting users of Microsoft Outlook Webmail. The lure comes in a few different flavors (quarantined document, unread fax) but generally aims to collect the user's email and password.",Microsoft Corporation,Unknown,https://bayse.io/campaign/Outlook Webmail 1
structural_id,abd30e844f37c0d12e1bf102a13e45b76f1baa96,235,1685612304.7485154,1696742072.919698,https://bayse.io/site_fingerprint/structural_id/abd30e844f37c0d12e1bf102a13e45b76f1baa96,Outlook Webmail 1,"This campaign is targeting users of Microsoft Outlook Webmail. The lure comes in a few different flavors (quarantined document, unread fax) but generally aims to collect the user's email and password.",Microsoft Corporation,Unknown,https://bayse.io/campaign/Outlook Webmail 1
structural_id,b0fc274bf03eb766a19b9e23793920a10d85d103,276,1688045878.9329953,1697167486.160744,https://bayse.io/site_fingerprint/structural_id/b0fc274bf03eb766a19b9e23793920a10d85d103,DANA Claim Money Scam,This is a campaign targeting customers of Indonesian banking app DANA. It purports that users have an unclaimed sum of money. It later requests login and PIN information from the user.,PT Espay Debit Indonesia Koe,Unknown,https://bayse.io/campaign/DANA Claim Money Scam
structural_id,c148aa42f9296b7c4845be24090af66927bc0636,14,1691242372.7689934,1696685813.362908,https://bayse.io/site_fingerprint/structural_id/c148aa42f9296b7c4845be24090af66927bc0636,DANA Claim Money Scam,This is a campaign targeting customers of Indonesian banking app DANA. It purports that users have an unclaimed sum of money. It later requests login and PIN information from the user.,PT Espay Debit Indonesia Koe,Unknown,https://bayse.io/campaign/DANA Claim Money Scam
structural_id,d07bdd1699a33b4c0b6075b54b5aab181467bdf3,274,1685571208.1425853,1697167395.1296694,https://bayse.io/site_fingerprint/structural_id/d07bdd1699a33b4c0b6075b54b5aab181467bdf3,Unknown_d07bdd1699a33b4c0b6075b54b5aab181467bdf3,"This captures a possible campaign that we are tracking but have not yet named. If 
you are familiar with one of these campaigns, please reach out to hello@bayse.io to share your information and be 
recognized for your contribution!",Microsoft Corporation,Unknown,https://bayse.io/campaign/Unknown_d07bdd1699a33b4c0b6075b54b5aab181467bdf3
structural_id,00964970d1ca15be9f61ab12c7f6eff2369677ea,268,1687959419.7885199,1697086551.2545352,https://bayse.io/site_fingerprint/structural_id/00964970d1ca15be9f61ab12c7f6eff2369677ea,Meta Business Page Violation,"This campaign is targeting Meta and Facebook business users. It intends to convince them that they have created a business page that violates Meta's terms of service. Information requested includes account name, email address, phone number, and password.","Facebook, Inc.,Meta, Inc.",Unknown,https://bayse.io/campaign/Meta Business Page Violation
structural_id,fafd4cd2752cede47ca37be20bfd1f04ed8be44b,117,1685713091.950851,1697072911.5616693,https://bayse.io/site_fingerprint/structural_id/fafd4cd2752cede47ca37be20bfd1f04ed8be44b,Prohqcker,This campaign targets many different banking and government institutions. It is named for the PHP script that is often seen collecting credentials.,First Citizens Bank,Unknown,https://bayse.io/campaign/Prohqcker
structural_id,8ab80d5aec4e0fc295e4bcc11a93f19b1de9a046,266,1685626359.505807,1696687714.1368015,https://bayse.io/site_fingerprint/structural_id/8ab80d5aec4e0fc295e4bcc11a93f19b1de9a046,Prohqcker,This campaign targets many different banking and government institutions. It is named for the PHP script that is often seen collecting credentials.,First Citizens Bank,Unknown,https://bayse.io/campaign/Prohqcker
structural_id,59b8fab9c09842ebff672a18fac4c6742d67a1c2,107,1686603253.5584073,1697160352.2900586,https://bayse.io/site_fingerprint/structural_id/59b8fab9c09842ebff672a18fac4c6742d67a1c2,Unknown_59b8fab9c09842ebff672a18fac4c6742d67a1c2,"This captures a possible campaign that we are tracking but have not yet named. If 
you are familiar with one of these campaigns, please reach out to hello@bayse.io to share your information and be 
recognized for your contribution!","ATT, Inc.",Unknown,https://bayse.io/campaign/Unknown_59b8fab9c09842ebff672a18fac4c6742d67a1c2
links_id,be868723f6334580db1cb22ef2150dbb19809560,106,1685588935.2564194,1697174552.5625322,https://bayse.io/site_fingerprint/links_id/be868723f6334580db1cb22ef2150dbb19809560,Unknown_be868723f6334580db1cb22ef2150dbb19809560,"This captures a possible campaign that we are tracking but have not yet named. If 
you are familiar with one of these campaigns, please reach out to hello@bayse.io to share your information and be 
recognized for your contribution!","Rackspace Technology, Inc.,Generic Webmail",Unknown,https://bayse.io/campaign/Unknown_be868723f6334580db1cb22ef2150dbb19809560
structural_id,b728cd0747105983b6894c42329759398ecfdc7f,60,1685582202.8041534,1697174312.320004,https://bayse.io/site_fingerprint/structural_id/b728cd0747105983b6894c42329759398ecfdc7f,Unknown_b728cd0747105983b6894c42329759398ecfdc7f,"This captures a possible campaign that we are tracking but have not yet named. If 
you are familiar with one of these campaigns, please reach out to hello@bayse.io to share your information and be 
recognized for your contribution!","Banco CUSCATLAN de El Salvador, S.A.",Unknown,https://bayse.io/campaign/Unknown_b728cd0747105983b6894c42329759398ecfdc7f
